# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
51061       16   11679080   11742878      1       1  321      -1.0756   -2.2204e-16      -1.0756
2935        16   11868128   11916662      2       1  322     -0.33433   -1.1102e-16     -0.33433
92017       16   11976734   12574289      2       1  321      0.15808   -1.3878e-16      0.15808
55313       16   12659799   12803887      1       1  322      0.17546   -1.3878e-16      0.17546
729993      16   12901620   13562919      2       1  323      0.87162   -1.1102e-16      0.87162
105376747   16   14734887   14742760      1       1  322      -1.1944   -2.2204e-16      -1.1944
4363        16   15949577   16143074      2       1  323      0.21634   -1.3878e-16      0.21634
408050      16   16232532   16294811      1       1  307     0.093907    -1.249e-16     0.093907
64131       16   17102324   17470881      2       1  323      0.34586   -1.1102e-16      0.34586
79905       16   18983934   19063942      1       1  323        1.383   -2.2204e-16        1.383
10229       16   19067595   19080095      1       1  317      0.82024   -1.1102e-16      0.82024
9738        16   19523857   19553408      1       1  322     -0.60497   -1.1102e-16     -0.60497
2813        16   20309574   20327820      1       1  322      0.43368   -1.1102e-16      0.43368
116285      16   20623233   20697744      1       1  321      0.04032   -1.3184e-16      0.04032
6296        16   20763990   20797157      1       1  321       1.2078   -2.2204e-16       1.2078
112479      16   20780193   20806473      1       1  321       1.2078   -2.2204e-16       1.2078
81691       16   20806429   20849668      1       1  323     -0.35733   -1.1102e-16     -0.35733
55567       16   20933111   21159441      1       1  321    -0.069149    -1.249e-16    -0.069149
146177      16   22091914   22156966      1       1  322       1.6098   -2.2204e-16       1.6098
57478       16   23061406   23149270      1       1  320     -0.48291   -1.1102e-16     -0.48291
5579        16   23835979   24220611      2       1  321     -0.44483   -1.1102e-16     -0.44483
27327       16   24729714   24826227      1       1  322     -0.58635   -1.1102e-16     -0.58635
51451       16   25111726   25178231      1       1  322      0.96915   -1.1102e-16      0.96915
23247       16   27550119   27780371      1       1  323     -0.74133   -1.1102e-16     -0.74133
146395      16   27787529   28063509      1       1  322        1.967   -2.2204e-16        1.967
23214       16   28097976   28211960      1       1  318     -0.96204   -1.1102e-16     -0.96204
283899      16   29995690   30005790      1       1  320      -0.1824   -1.3878e-16      -0.1824
54620       16   30923055   30948783      1       1  314       2.3042             0       2.3042
3684        16   31259967   31332892      1       1  321      0.60305   -1.1102e-16      0.60305
3681        16   31393241   31426513      1       1  323      -1.1446   -2.2204e-16      -1.1446
124411      16   31713229   31794641      1       1  323     0.001375   -1.3075e-16     0.001375
23090       16   49487531   49857919      1       1  316     -0.84891   -1.1102e-16     -0.84891
80205       16   53054998   53327502      2       1  322      0.36915   -1.1102e-16      0.36915
23322       16   53599906   53703859      1       1  319      0.75071   -1.1102e-16      0.75071
221223      16   55846154   55956031      1       1  323     -0.72115   -1.1102e-16     -0.72115
2775        16   56191339   56357444      1       1  321      -1.1531   -2.2204e-16      -1.1531
267         16   56361452   56425538      1       1  320      0.60425   -1.1102e-16      0.60425
4493        16   56625673   56627112      1       1  323       1.2983   -2.2204e-16       1.2983
6559        16   56865207   56915850      1       1  323     -0.33686   -1.1102e-16     -0.33686
221188      16   57529333   57577210      1       1  322      0.23799   -1.3878e-16      0.23799
84229       16   57694801   57731455      1       1  320      0.24141   -1.3878e-16      0.24141
3801        16   57758217   57863053      1       1  323     -0.39383   -1.1102e-16     -0.39383
1006        16   61647244   62037035      1       1  323      0.46564   -1.1102e-16      0.46564
1003        16   66366622   66404786      1       1  323      0.94348   -1.1102e-16      0.94348
146223      16   66598214   66696707      3       2  321      0.73841   -1.1102e-16      0.73841
123920      16   66604032   66613892      1       1  322       1.5643   -2.2204e-16       1.5643
283847      16   66754411   66801620      1       1  319      0.87453   -1.1102e-16      0.87453
865         16   67029147   67101058      1       1  314        1.224   -2.2204e-16        1.224
146212      16   67289432   67326761      1       1  321      -1.0914   -2.2204e-16      -1.0914
10204       16   67846916   67872567      1       1  321      0.72216   -1.1102e-16      0.72216
55512       16   68358327   68448506      2       1  315       0.7059   -1.1102e-16       0.7059
999         16   68737292   68835542      2       1  322       1.2518   -2.2204e-16       1.2518
25839       16   70480569   70523554      1       1  322     -0.14542   -1.3878e-16     -0.14542
92154       16   70661204   70686051      1       1  322       1.1442   -2.2204e-16       1.1442
55697       16   70687439   70801166      1       1  318      -1.3953   -2.2204e-16      -1.3953
101927998   16   73609525   73811427      2       1  319      -1.3644   -2.2204e-16      -1.3644
55159       16   74621394   74666892      1       1  323      -0.6824   -1.1102e-16      -0.6824
9564        16   75229030   75268053      1       1  322      0.23336   -1.3878e-16      0.23336
10428       16   75293710   75433512      2       1  321      0.09443    -1.249e-16      0.09443
23536       16   75598349   75623323      1       1  323    -0.071395    -1.249e-16    -0.071395
170692      16   77282128   77435114      2       1  320      0.60943   -1.1102e-16      0.60943
51741       16   78099413   79212667      9       6  321     -0.54154   -1.1102e-16     -0.54154
4094        16   79212772   79600786      1       1  320     -0.68801   -1.1102e-16     -0.68801
124359      16   80597899   80805043      1       1  322  -0.00077885   -1.3086e-16  -0.00077885
55839       16   81006498   81033107      1       1  318     0.090616    -1.249e-16     0.090616
123775      16   81053497   81077267      1       1  320     -0.28732   -1.1102e-16     -0.28732
114780      16   81100879   81220370      2       1  322      0.85823   -1.1102e-16      0.85823
80790       16   81445170   81711762      3       2  322       2.5703             0       2.5703
1012        16   82626794   83796610     12       7  320      0.36219   -1.1102e-16      0.36219
9914        16   84368523   84464187      1       1  321     0.039621   -1.3184e-16     0.039621
57707       16   84476360   84554045      1       1  322      -1.0616   -2.2204e-16      -1.0616
83716       16   84819981   84909510      1       1  319     -0.30693   -1.1102e-16     -0.30693
23199       16   85170003   85676206      4       2  320       1.0155   -2.2204e-16       1.0155
57338       16   87601835   87698156      1       1  317     -0.63951   -1.1102e-16     -0.63951
8140        16   87830023   87869497      1       1  318       1.9553   -2.2204e-16       1.9553
84627       16   88233015   88440757      2       1  322     -0.62584   -1.1102e-16     -0.62584
9780        16   88715338   88784964      1       1  322       2.8268             0       2.8268
863         16   88874855   88977199      1       1  317      -1.3636   -2.2204e-16      -1.3636
92822       16   89720195   89740925      1       1  322       2.1102             0       2.1102
2175        16   89737551   89816658      1       1  319     -0.48355   -1.1102e-16     -0.48355
84501       16   89817477   89871319      3       2  321       3.6364             0       3.6364
105371419   16   89846860   89854276      1       1  321       3.8821             0       3.8821
79007       16   90004865   90020131      1       1  322       1.9295   -2.2204e-16       1.9295
9501        17     212389     386254      1       1  323      -0.4374   -1.1102e-16      -0.4374
29          17    1003518    1187322      1       1  323       1.0574   -2.2204e-16       1.0574
5306        17    1517989    1562816      1       1  312     -0.73274   -1.1102e-16     -0.73274
124935      17    1569254    1630018      1       1  317       2.0747             0       2.0747
6117        17    1829979    1899554      1       1  322      0.72955   -1.1102e-16      0.72955
9905        17    2337512    2381074      2       1  323      0.12687   -1.3878e-16      0.12687
23108       17    2755698    3037741      2       1  322      0.36552   -1.1102e-16      0.36552
4994        17    3288318    3386209      1       1  318        0.167   -1.3878e-16        0.167
84690       17    3440011    3513852      1       1  317    -0.091954    -1.249e-16    -0.091954
23729       17    3608262    3636322      1       1  322       1.3878   -2.2204e-16       1.3878
1497        17    3636468    3663103      1       1  321      -1.1599   -2.2204e-16      -1.1599
7326        17    4269217    4366674      1       1  320      0.18365   -1.3878e-16      0.18365
201305      17    4433924    4488204      1       1  323       0.5684   -1.1102e-16       0.5684
246         17    4630919    4641665      1       1  320      0.30916   -1.1102e-16      0.30916
27043       17    4671384    4704337      1       1  321    -0.010623    -1.301e-16    -0.010623
50488       17    4833340    4898061      1       1  321     -0.18564   -1.3878e-16     -0.18564
22861       17    5501399    5584512      1       1  318    -0.032875   -1.3184e-16    -0.032875
83394       17    6450344    6556557      2       1  321       1.0909   -2.2204e-16       1.0909
284111      17    6684713    6713421      1       1  322     -0.53252   -1.1102e-16     -0.53252
1742        17    7189890    7220050      1       1  320       1.1414   -2.2204e-16       1.1414
1856        17    7225342    7234548      1       1  317     -0.52458   -1.1102e-16     -0.52458
6517        17    7281735    7288048      1       1  323     -0.98237   -1.1102e-16     -0.98237
84461       17    7315632    7329319      1       1  321      0.80369   -1.1102e-16      0.80369
9744        17    7336511    7351478      1       1  322     -0.83766   -1.1102e-16     -0.83766
57659       17    7459366    7484249      1       1  321     -0.04145   -1.3184e-16     -0.04145
146754      17    7717354    7833744      3       2  318      0.11403    -1.249e-16      0.11403
23135       17    7834200    7854800      1       1  323      -0.6146   -1.1102e-16      -0.6146
9482        17    9250471    9575958      5       3  321         2.23             0         2.23
124739      17    9643493    9729687      1       1  319      0.50254   -1.1102e-16      0.50254
8735        17   10300866   10373005      1       1  323      0.73785   -1.1102e-16      0.73785
4620        17   10521148   10549700      1       1  322      0.65288   -1.1102e-16      0.65288
1770        17   11598431   11970168      5       3  321       1.0366   -2.2204e-16       1.0366
93649       17   12665890   12768949      1       1  321       0.5294   -1.1102e-16       0.5294
9912        17   12789512   12991643      1       1  323     -0.67385   -1.1102e-16     -0.67385
9955        17   13494032   13601974      1       1  323       1.0422   -2.2204e-16       1.0422
9953        17   14301050   14349406      1       1  322       1.5201   -2.2204e-16       1.5201
64518       17   15303811   15341889      2       1  321      0.76427   -1.1102e-16      0.76427
100533496   17   15436015   15563631      1       1  323       1.9866   -2.2204e-16       1.9866
201158      17   15502264   15563631      1       1  323       1.9866   -2.2204e-16       1.9866
10626       17   15627966   15682879      1       1  322     -0.36096   -1.1102e-16     -0.36096
224         17   19648136   19677596      1       1  322       1.6754   -2.2204e-16       1.6754
25979       17   21126275   21191972      1       1  321       2.1936             0       2.1936
8844        17   27456464   27626441      1       1  321       1.0667   -2.2204e-16       1.0667
201229      17   27878314   27893383      1       1  319     -0.49385   -1.1102e-16     -0.49385
57551       17   29390925   29551904      1       1  320      -2.4957             0      -2.4957
374786      17   29929856   30108452      1       1  322     -0.50619   -1.1102e-16     -0.50619
388364      17   30316329   30334076      1       1  316      0.45439   -1.1102e-16      0.45439
84282       17   30958921   30999911      1       1  323      -1.2785   -2.2204e-16      -1.2785
4763        17   31007873   31377677      2       1  320      0.29699   -1.1102e-16      0.29699
2123        17   31316410   31321749      1       1  316      0.76462   -1.1102e-16      0.76462
84440       17   31391624   31538217      1       1  323      -0.1706   -1.3878e-16      -0.1706
23512       17   31937025   32001045      1       1  323     -0.50959   -1.1102e-16     -0.50959
4642        17   32492522   32877173      4       2  322     -0.28963   -1.1102e-16     -0.28963
40          17   33013087   34156806      8       5  322        1.512   -2.2204e-16        1.512
54752       17   35121612   35130732      1       1  319      0.74872   -1.1102e-16      0.74872
146857      17   35435096   35449008      1       1  320      0.61641   -1.1102e-16      0.61641
342618      17   35545734   35560836      1       1  322       1.2591   -2.2204e-16       1.2591
26574       17   36948875   37056871      1       1  322       1.5173   -2.2204e-16       1.5173
31          17   37084992   37406822      2       1  322    -0.051985   -1.3184e-16    -0.051985
11276       17   37514797   37609496      1       1  321      0.77474   -1.1102e-16      0.77474
101929950   17   38078236   38118280      1       1  321     -0.52238   -1.1102e-16     -0.52238
57125       17   39063303   39151649      1       1  322       1.0508   -2.2204e-16       1.0508
782         17   39173456   39197703      1       1  322      0.36827   -1.1102e-16      0.36827
84961       17   39252644   39402661      1       1  321     -0.32182   -1.1102e-16     -0.32182
317719      17   41837490   41848347      1       1  321      -1.1812   -2.2204e-16      -1.1812
201181      17   42024876   42072630      1       1  317       1.4491   -2.2204e-16       1.4491
1845        17   43766121   43779000      1       1  322      0.66593   -1.1102e-16      0.66593
4356        17   43800799   43833179      1       1  320       2.3864             0       2.3864
124801      17   44034635   44067619      1       1  318      0.69983   -1.1102e-16      0.69983
79877       17   45023338   45061141      1       1  322      0.44143   -1.1102e-16      0.44143
9842        17   45434247   45490780      2       1  314      0.44665   -1.1102e-16      0.44665
4137        17   45894382   46028334      2       1  319      0.25398   -1.1102e-16      0.25398
4905        17   46590669   46757464      1       1  311    -0.070261    -1.249e-16    -0.070261
7484        17   46833201   46886775      2       1  322    -0.093146    -1.249e-16    -0.093146
124989      17   47323961   47441312      1       1  321      -1.7142   -2.2204e-16      -1.7142
29916       17   48107554   48122745      1       1  317      0.58099   -1.1102e-16      0.58099
8631        17   48133438   48430235      1       1  319      -0.3501   -1.1102e-16      -0.3501
3213        17   48548870   48590282      1       1  321     -0.59865   -1.1102e-16     -0.59865
10241       17   48830988   48865245      1       1  322       1.0633   -2.2204e-16       1.0633
2695        17   48958556   48968593      1       1  323      0.64738   -1.1102e-16      0.64738
11143       17   49788619   49829096      1       1  322      0.46149   -1.1102e-16      0.46149
8913        17   50561068   50629625      1       1  323    -0.055916   -1.3184e-16    -0.055916
54799       17   51177419   51260493      1       1  323        1.389   -2.2204e-16        1.389
56934       17   51630313   52160017      4       2  322       1.6292   -2.2204e-16       1.6292
10040       17   54900691   54961967      1       1  323     -0.23182   -1.3878e-16     -0.23182
162282      17   55965604   56511407      5       3  318      -1.1279   -2.2204e-16      -1.1279
8526        17   56834099   56869567      1       1  320  -0.00034259   -1.3086e-16  -0.00034259
404093      17   57861243   57955323      1       1  319     -0.95734   -1.1102e-16     -0.95734
81671       17   59707502   59840593      1       1  322     -0.92146   -1.1102e-16     -0.92146
26115       17   62966664   63427706      1       1  321      0.36933   -1.1102e-16      0.36933
5175        17   64319415   64413801      1       1  322    -0.024467   -1.3184e-16    -0.024467
10672       17   65009289   65056802      1       1  323       1.1799   -2.2204e-16       1.1799
201134      17   65635540   66192131      2       1  320       1.9985   -2.2204e-16       1.9985
5578        17   66302782   66810744      4       2  322     -0.65258   -1.1102e-16     -0.65258
9931        17   67070438   67245963      1       1  318      0.33705   -1.1102e-16      0.33705
101928021   17   67243959   67272108      1       1  321     -0.80354   -1.1102e-16     -0.80354
23460       17   69078089   69141992      1       1  318     -0.93779   -1.1102e-16     -0.93779
201266      17   72645946   73092714      4       2  320      0.31032   -1.1102e-16      0.31032
54549       17   73334384   73644484      4       2  314     -0.13234   -1.3878e-16     -0.13234
92736       17   74922963   74933913      1       1  320     -0.63639   -1.1102e-16     -0.63639
347741      17   74935802   74949992      1       1  318     -0.28309   -1.1102e-16     -0.28309
23510       17   75032567   75065889      1       1  322      0.53287   -1.1102e-16      0.53287
23163       17   75225480   75262393      1       1  320      -1.2953   -2.2204e-16      -1.2953
9400        17   75626845   75667191      1       1  320     -0.89027   -1.1102e-16     -0.89027
643008      17   75633434   75641406      1       1  320     -0.89027   -1.1102e-16     -0.89027
91107       17   75874164   75878600      1       1  323       0.6615   -1.1102e-16       0.6615
2125        17   76006845   76027452      1       1  323       1.8536   -2.2204e-16       1.8536
2302        17   76136333   76141299      1       1  318      0.58303   -1.1102e-16      0.58303
114804      17   76142453   76240368      2       1  322      0.17624   -1.3878e-16      0.17624
146664      17   76850503   76950393      2       1  319       1.9497   -2.2204e-16       1.9497
10801       17   77281410   77500596      1       1  319      0.59754   -1.1102e-16      0.59754
57690       17   78004170   78108835      1       1  319     -0.86671   -1.1102e-16     -0.86671
8632        17   78423697   78577432      1       1  320      0.42966   -1.1102e-16      0.42966
146713      17   79089345   79611101      5       3  319       2.8785             0       2.8785
55036       17   80036632   80100613      1       1  322    -0.066536    -1.249e-16    -0.066536
57521       17   80544825   80966373      2       1  322     -0.26367   -1.1102e-16     -0.26367
10458       17   81035144   81117432      1       1  323      0.55272   -1.1102e-16      0.55272
81035       18     319355     500729      2       1  321      -2.1441             0      -2.1441
27098       18     596998     650298      2       1  323     -0.76851   -1.1102e-16     -0.76851
7298        18     657604     673499      1       1  322       1.2649   -2.2204e-16       1.2649
10403       18    2571511    2616635      1       1  315     -0.17393   -1.3878e-16     -0.17393
23347       18    2655887    2805017      1       1  320   -0.0073216   -1.3097e-16   -0.0073216
9663        18    2916994    3013315      1       1  323      -1.3556   -2.2204e-16      -1.3556
8736        18    3066807    3220108      3       2  319      -0.4828   -1.1102e-16      -0.4828
7050        18    3411927    3458411      1       1  322     -0.62303   -1.1102e-16     -0.62303
9229        18    3496032    4455310      8       5  320      -1.1592   -2.2204e-16      -1.1592
23136       18    5392381    5630666      1       1  321      0.28252   -1.1102e-16      0.28252
91133       18    5954703    6414911      3       2  321      -1.9444   -2.2204e-16      -1.9444
79822       18    6729718    6915716      2       1  322      -1.8671   -2.2204e-16      -1.8671
284217      18    6941744    7117814      5       3  319      0.49714   -1.1102e-16      0.49714
5797        18    7567316    8406861      1       1  321      0.99982   -1.1102e-16      0.99982
23255       18    8705578    8832778      1       1  322     -0.68218   -1.1102e-16     -0.68218
23253       18    9136753    9285985      1       1  322       1.5937   -2.2204e-16       1.5937
57045       18    9334767    9402420      2       1  320      -1.4715   -2.2204e-16      -1.4715
11031       18    9708231    9862556      1       1  323     -0.53236   -1.1102e-16     -0.53236
101927376   18   10589366   10606403      1       1  321     -0.14122   -1.3878e-16     -0.14122
63895       18   10670134   11148762      5       3  322      0.13631   -1.3878e-16      0.13631
3613        18   11981428   12030886      1       1  322      -1.0741   -2.2204e-16      -1.0741
81929       18   12947984   12987537      1       1  322      -2.2882             0      -2.2882
55125       18   12991321   13125053      1       1  321      0.02975   -1.3184e-16      0.02975
753         18   13218730   13652754      2       1  323      -1.6466   -2.2204e-16      -1.6466
125228      18   13663347   13726592      1       1  323      -1.6004   -2.2204e-16      -1.6004
162655      18   14056324   14132490      3       2  321     -0.82312   -1.1102e-16     -0.82312
6093        18   20949740   21111851      1       1  323      0.33942   -1.1102e-16      0.33942
80000       18   21242242   21525423      1       1  320       0.7929   -1.1102e-16       0.7929
114799      18   21529281   21600736      1       1  323     -0.76845   -1.1102e-16     -0.76845
2627        18   22169437   22202528      1       1  323      0.46813   -1.1102e-16      0.46813
85019       18   23295781   23437969      1       1  323      -1.2564   -2.2204e-16      -1.2564
147463      18   23598926   23662892      1       1  320     -0.78462   -1.1102e-16     -0.78462
3909        18   23689443   23955066      1       1  322    -0.011129    -1.301e-16    -0.011129
125488      18   23992773   24135610      1       1  322     -0.10386    -1.249e-16     -0.10386
59340       18   24460568   24487427      1       1  323           -3             0           -3
25925       18   25061924   25352250      1       1  321       1.0841   -2.2204e-16       1.0841
284252      18   26454910   26657401      4       2  319      0.38535   -1.1102e-16      0.38535
83539       18   26908754   27185338      2       1  319      0.89436   -1.1102e-16      0.89436
1000        18   27932879   28177481      1       1  317     0.034614   -1.3184e-16     0.034614
1828        18   31318089   31359246      1       1  323     0.018808   -1.3184e-16     0.018808
22878       18   31829173   31943212      1       1  320      -1.9608   -2.2204e-16      -1.9608
64762       18   32263521   32470496      1       1  320      0.58003   -1.1102e-16      0.58003
8715        18   33851100   34224834      1       1  321     -0.77384   -1.1102e-16     -0.77384
10982       18   34976928   35143470      1       1  322    -0.055552   -1.3184e-16    -0.055552
2589        18   35627436   35711834      1       1  321      -1.7077   -2.2204e-16      -1.7077
80206       18   36297696   36780059      1       1  322      -1.5261   -2.2204e-16      -1.5261
25941       18   36780024   36829393      1       1  322     -0.26609   -1.1102e-16     -0.26609
57536       18   36829109   37247316      3       2  321     -0.89547   -1.1102e-16     -0.89547
56853       18   37190090   37566037      1       1  319     -0.25733   -1.1102e-16     -0.25733
6014        18   42743218   43115692      3       2  322     -0.62239   -1.1102e-16     -0.62239
26040       18   44680173   45068510      1       1  323    -0.056149   -1.3184e-16    -0.056149
8170        18   45212957   45683107      5       3  322      -1.6678   -2.2204e-16      -1.6678
125336      18   46476961   46657114      1       1  321     -0.46111   -1.1102e-16     -0.46111
83473       18   46917602   47102243      2       1  320     -0.98162   -1.1102e-16     -0.98162
84064       18   47107410   47150515      1       1  322       -1.488   -2.2204e-16       -1.488
4087        18   47833095   47931193      1       1  322      -0.2813   -1.1102e-16      -0.2813
201501      18   48026864   48409422      5       3  317      -1.9429   -2.2204e-16      -1.9429
9811        18   48539056   48863217      1       1  322      -0.8344   -1.1102e-16      -0.8344
54808       18   49041474   49460709      1       1  322     -0.41195   -1.1102e-16     -0.41195
1630        18   52340172   53535903      4       2  320      -0.9195   -1.1102e-16      -0.9195
8932        18   54151601   54224788      1       1  322      0.72371   -1.1102e-16      0.72371
11201       18   54269479   54321266      1       1  323     -0.71504   -1.1102e-16     -0.71504
6925        18   55222331   55635993      2       1  322     -0.81245   -1.1102e-16     -0.81245
23335       18   56651343   57029805      1       1  322       1.0078   -2.2204e-16       1.0078
339302      18   59295402   59318649      1       1  322      0.55688   -1.1102e-16      0.55688
28316       18   61333582   61555773      1       1  322    -0.023533   -1.3184e-16    -0.023533
54877       18   62523410   62587709      1       1  321     -0.50208   -1.1102e-16     -0.50208
23239       18   62715439   62980443      2       1  320     -0.59417   -1.1102e-16     -0.59417
1005        18   65750252   65880939      2       1  322      -1.0831   -2.2204e-16      -1.0831
79839       18   68715254   69171081      3       2  318     -0.52414   -1.1102e-16     -0.52414
220164      18   69401048   69849087      1       1  320     0.031383   -1.3184e-16     0.031383
10666       18   69859459   69961787      1       1  321      -2.6062             0      -2.6062
25914       18   70003804   70205726      2       1  319      -1.0022   -2.2204e-16      -1.0022
220158      18   70630519   70670875      1       1  323       1.2457   -2.2204e-16       1.2457
644041      18   74315875   74359187      1       1  322     -0.10637    -1.249e-16     -0.10637
55628       18   74597870   75065672      1       1  322      0.20003   -1.3878e-16      0.20003
10194       18   75210755   75289950      3       2  320     -0.15467   -1.3878e-16     -0.15467
7776        18   76822561   76970732      1       1  322     -0.92985   -1.1102e-16     -0.92985
51298       19     362057     376703      1       1  320      0.78269   -1.1102e-16      0.78269
400668      19     685546     695531      1       1  318      -1.0695   -2.2204e-16      -1.0695
390874      19    1753663    1775445      1       1  317     -0.78706   -1.1102e-16     -0.78706
8943        19    2100988    2151620      1       1  322       0.6449   -1.1102e-16       0.6449
2788        19    2511220    2702748      1       1  321     -0.38559   -1.1102e-16     -0.38559
115196      19    2819874    2836735      1       1  319      -1.6555   -2.2204e-16      -1.6555
2769        19    3136032    3163769      1       1  318      -1.9745   -2.2204e-16      -1.9745
56926       19    3185877    3209575      1       1  319       1.1898   -2.2204e-16       1.1898
4782        19    3359563    3469217      1       1  318      0.13992   -1.3878e-16      0.13992
23217       19    3804024    3869029      2       1  318      0.57415   -1.1102e-16      0.57415
56961       19    4278601    4290723      1       1  312    -0.015741   -1.3184e-16    -0.015741
23030       19    4969112    5153598      2       1  323       2.0412             0       2.0412
2528        19    5830626    5839753      1       1  315      0.36718   -1.1102e-16      0.36718
718         19    6677835    6720682      1       1  321     -0.18787   -1.3878e-16     -0.18787
10045       19    6752160    6767512      1       1  322      -1.4476   -2.2204e-16      -1.4476
2015        19    6887549    6940453      3       2  322    -0.092225    -1.249e-16    -0.092225
3643        19    7112255    7294000      1       1  322      0.27856   -1.1102e-16      0.27856
57192       19    7522610    7534009      1       1  307     -0.39263   -1.1102e-16     -0.39263
57662       19    7595902    7618310      2       1  318       0.5181   -1.1102e-16       0.5181
10332       19    7763054    7770558      1       1  318      -1.5824   -2.2204e-16      -1.5824
115704      19    7830273    7864976      1       1  323     -0.31124   -1.1102e-16     -0.31124
5609        19    7903780    7914483      1       1  317      -0.3954   -1.1102e-16      -0.3954
6618        19    7920309    7923251      1       1  318     -0.32895   -1.1102e-16     -0.32895
84467       19    8065402    8149012      1       1  319      0.45425   -1.1102e-16      0.45425
79603       19    8209329    8262421      1       1  308        1.227   -2.2204e-16        1.227
51129       19    8364127    8374375      1       1  321      -1.1578   -2.2204e-16      -1.1578
9230        19    8390321    8404434      1       1  312      0.07699    -1.249e-16      0.07699
57153       19   10602445   10644559      1       1  323      -1.4418   -2.2204e-16      -1.4418
10498       19   10871577   10922775      1       1  320     -0.67283   -1.1102e-16     -0.67283
3949        19   11089362   11133830      2       1  322    -0.043232   -1.3184e-16    -0.043232
9545        19   11322046   11339668      1       1  321     -0.69087   -1.1102e-16     -0.69087
7620        19   11887786   11914551      1       1  321       1.5136   -2.2204e-16       1.5136
90592       19   11925068   11950773      1       1  320     -0.92548   -1.1102e-16     -0.92548
101060181   19   12247244   12267038      1       1  323     -0.63657   -1.1102e-16     -0.63657
51710       19   12247244   12294899      1       1  323     -0.63657   -1.1102e-16     -0.63657
163050      19   12525370   12551542      1       1  319      0.13296   -1.3878e-16      0.13296
84245       19   13764492   13774282      1       1  319      0.79399   -1.1102e-16      0.79399
5989        19   13961530   14007514      1       1  316      0.16515   -1.3878e-16      0.16515
84658       19   14619117   14674918      2       1  320     -0.11643    -1.249e-16     -0.11643
30817       19   14724170   14778541      1       1  323       1.0109   -2.2204e-16       1.0109
6511        19   14950033   15010643      1       1  323      0.62651   -1.1102e-16      0.62651
26539       19   15806957   15808759      1       1  322       1.0576   -2.2204e-16       1.0576
84941       19   16134028   16158575      2       1  322     -0.52704   -1.1102e-16     -0.52704
58513       19   16355244   16472012      1       1  323      0.56527   -1.1102e-16      0.56527
4650        19   17075779   17215277      1       1  321      0.38267   -1.1102e-16      0.38267
93343       19   17405686   17425339      1       1  323      0.68996   -1.1102e-16      0.68996
100130519   19   17435509   17448660      1       1  316      0.92174   -1.1102e-16      0.92174
23025       19   17601328   17688353      1       1  320    -0.097119    -1.249e-16    -0.097119
3594        19   18058995   18098986      1       1  318      -1.1851   -2.2204e-16      -1.1851
54858       19   18340582   18369953      1       1  308    -0.032811   -1.3184e-16    -0.032811
8178        19   18442663   18522129      2       1  317       1.4358   -2.2204e-16       1.4358
2657        19   18868546   18896144      1       1  320      0.12707   -1.3878e-16      0.12707
10715       19   18868546   18896727      1       1  320      0.12707   -1.3878e-16      0.12707
56242       19   19865830   19894449      1       1  321      0.20682   -1.3878e-16      0.20682
91120       19   20004418   20039526      1       1  323     -0.91631   -1.1102e-16     -0.91631
7643        19   20077994   20121168      1       1  323       1.1857   -2.2204e-16       1.1857
7562        19   21291160   21329439      1       1  322        1.027   -2.2204e-16        1.027
7652        19   22752183   22784171      1       1  318     0.019218   -1.3184e-16     0.019218
342865      19   29525431   29564551      1       1  322     -0.86246   -1.1102e-16     -0.86246
10775       19   29606263   29617255      1       1  323      -1.4539   -2.2204e-16      -1.4539
8725        19   29923644   30016612      1       1  322     0.015262    -1.301e-16     0.015262
9745        19   30225044   30713538      3       2  321     -0.33586   -1.1102e-16     -0.33586
57616       19   31274945   31349284      1       1  320      -1.0815   -2.2204e-16      -1.0815
390916      19   32666296   32713796      2       1  318     -0.31194   -1.1102e-16     -0.31194
55094       19   33080880   33130412      1       1  323      0.70559   -1.1102e-16      0.70559
5184        19   33386949   33521893      2       1  323     -0.89594   -1.1102e-16     -0.89594
64377       19   33621955   33773509      2       1  322     -0.78482   -1.1102e-16     -0.78482
284402      19   34576740   34675731      1       1  322      0.13825   -1.3878e-16      0.13825
339318      19   34733316   34742872      1       1  320    0.0045109   -1.3097e-16    0.0045109
79713       19   35739250   35742450      1       1  322       2.3809             0       2.3809
4868        19   35825372   35851993      2       1  321       2.0302             0       2.0302
57711       19   36534518   36605411      1       1  317      -1.2218   -2.2204e-16      -1.2218
284459      19   37334678   37364455      1       1  319     0.037106   -1.3184e-16     0.037106
163115      19   37667749   37692315      1       1  323     -0.91161   -1.1102e-16     -0.91161
23094       19   37907221   38208372      3       2  321       2.5395             0       2.5395
5714        19   38374550   38383824      1       1  323     -0.52708   -1.1102e-16     -0.52708
6261        19   38433700   38587564      1       1  322       2.1175             0       2.1175
81          19   38647616   38730531      1       1  320      -0.7017   -1.1102e-16      -0.7017
6217        19   39433207   39436020      1       1  319       2.3494             0       2.3494
8857        19   39863323   39934626      1       1  320      -1.1789   -2.2204e-16      -1.1789
79935       19   40222208   40227095      1       1  323      0.92479   -1.1102e-16      0.92479
23646       19   40348425   40378490      1       1  322     -0.49411   -1.1102e-16     -0.49411
105376908   19   41135638   41193052      1       1  323      -1.4659   -2.2204e-16      -1.4659
