GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
6655        14   50117128   50231878      1       1  319       1.0493      0.14701
54331       14   51847131   51969800      2       1  322      0.90513       0.1827
5732        14   52314298   52328606      1       1  323       2.5153    0.0059461
57544       14   52430590   52552583      5       3  323        2.956    0.0015584
1033        14   54396934   54420218      1       1  323       1.2811      0.10008
23034       14   54567612   54793315      1       1  319     -0.33056      0.62951
55030       14   55271303   55353611      1       1  317     -0.27888      0.60983
3895        14   55580207   55684584      1       1  320       2.2637     0.011797
341880      14   57563922   57982274      1       1  313       1.9453     0.025869
9786        14   58427385   58548831      2       1  320      0.29272      0.38487
4331        14   60734741   60968680      1       1  320       2.3707    0.0088775
145389      14   60981114   61083733      2       1  323       3.0252    0.0012423
5583        14   61321443   61550980      1       1  321       1.1336      0.12848
83851       14   61812729   62117043      5       3  321       1.9096     0.028089
27133       14   62706573   63045256      1       1  323      -1.0157      0.84512
7597        14   64449106   64505213      1       1  322         2.26     0.011911
2530        14   65410592   65744121      2       1  323      0.70815      0.23943
10243       14   66507407   67181808      1       1  322     0.074541      0.47029
64398       14   67241295   67336061      1       1  322      0.39224      0.34744
5890        14   67819779   68683210      1       1  320       0.9196      0.17889
100529257   14   70325081   70417090      2       1  323      0.64169      0.26054
55333       14   70366496   70417090      2       1  323      0.64169      0.26054
22990       14   70907405   71115382      3       2  321      0.41357      0.33959
26037       14   71321396   71741229      1       1  321     -0.47883      0.68397
9628        14   71932100   72566530      4       2  321       4.1224   1.8744e-05
8110        14   72609032   72894116      1       1  323      0.61918       0.2679
58517       14   73058436   73121368      1       1  322     -0.21119      0.58363
8650        14   73275154   73458582      1       1  323        2.709     0.003374
57862       14   73886615   73932288      2       1  321       3.3849   0.00035605
4053        14   74498183   74618609      2       1  320      0.22302      0.41176
27030       14   75013764   75051532      1       1  322     -0.97202      0.83448
23093       14   75661208   75955082      4       2  321       1.0819      0.13965
23357       14   76787243   76828473      1       1  321    -0.074692      0.52977
58157       14   77265491   77271312      1       1  321     -0.72105      0.76456
29954       14   77274956   77320884      1       1  322     -0.02359      0.50941
9369        14   78021758   79868290      6       4  322      0.36209      0.35864
85439       14   81260650   81427404      2       1  320     -0.70751      0.76038
23768       14   85530105   85628696      1       1  311       0.5832      0.27988
54207       14   88180108   88326912      1       1  322     -0.41148      0.65964
1112        14   89156172   89619150      2       1  323       1.3895     0.082345
90141       14   89794984   89954777      1       1  319       1.0796      0.14016
56659       14   90061765   90185857      2       1  322       3.5089   0.00022497
145567      14   90540588   90816479      1       1  321   -0.0032837      0.50131
9252        14   90868122   91060649      1       1  320     -0.13332      0.55303
80017       14   91114013   91225396      1       1  323     -0.59707      0.72477
440193      14   91271323   91417844      2       1  319       2.1474     0.015879
10516       14   91869411   91947702      1       1  322     -0.54415      0.70683
123041      14   92322581   92501481      2       1  321       0.1325      0.44729
79890       14   92513781   92688994      2       1  322       1.9167     0.027639
5641        14   92703807   92748702      1       1  322    -0.049225      0.51963
1113        14   92922589   92935293      1       1  323     -0.60843      0.72855
57578       14   93333219   93707878      3       2  322      0.18872      0.42516
145270      14   93718298   93789035      1       1  322       1.7751     0.037942
122509      14   94081293   94102714      1       1  323       1.9835     0.023656
5265        14   94376747   94390692      1       1  322      -1.3484      0.91123
145264      14   94481651   94517844      2       1  321     -0.15105      0.56003
161176      14   95416083   95516668      1       1  322      0.55833      0.28831
56967       14   96039324   96093971      1       1  322       2.1648     0.015202
122481      14   96392111   96489427      1       1  323    -0.069892      0.52786
10914       14   96502376   96567116      1       1  321       2.1398     0.016184
51466       14  100019387  100144236      3       2  321       1.4572     0.072533
79446       14  100376417  100530303      1       1  323      0.71923        0.236
23186       14  102592639  102730576      1       1  323     -0.28446      0.61197
91828       14  103094410  103110562      1       1  322        2.543    0.0054955
3831        14  103629188  103701551      1       1  323       1.1882      0.11738
29933       14  105049389  105065550      1       1  310      0.36711      0.35677
3714        14  105140981  105168824      1       1  315      0.70852      0.23931
2972        14  105209286  105315577      1       1  319      0.99783      0.15918
647310      14  105398583  105413859      1       1  320       1.9912     0.023227
23191       15   22869465   22980419      1       1  314      0.58587      0.27898
6638        15   24823647   24978582      2       1  320      0.68925      0.24533
57194       15   25666794   25865158      1       1  320      0.90245      0.18341
2567        15   26971282   27533895      2       1  320      0.58332      0.27984
4948        15   27754873   28099340      1       1  322     -0.11241      0.54475
7082        15   29699367   29968799      1       1  321      0.49251      0.31118
161725      15   31481682   31870685      2       1  322      0.57853      0.28145
342184      15   32765544   33194784      1       1  321     0.010127      0.49596
6263        15   33310783   33866103      3       2  323      0.57658      0.28211
57099       15   33866227   34074458      1       1  323     -0.22811      0.59022
56851       15   34084022   34101852      1       1  321     -0.97993      0.83644
79768       15   34140674   34210096      1       1  318      0.95598      0.16954
9716        15   34856351   34969794      1       1  323       2.0361     0.020872
89978       15   35304893   35546222      2       1  322     -0.10767      0.54287
4212        15   36891021   37101334      2       1  321       1.1743      0.12013
161742      15   38252087   38357249      2       1  321       1.0254       0.1526
10125       15   38488101   38564806      1       1  323       1.6315     0.051394
161835      15   39599529   39782838      1       1  323      0.23687      0.40638
90416       15   40531341   40565057      1       1  323       2.2436     0.012428
6692        15   40844018   40857655      1       1  321       2.8725    0.0020364
54617       15   40978880   41116354      1       1  321    -0.060723      0.52421
23005       15   41774434   41827855      1       1  322        1.776     0.037864
8681        15   41828085   41848148      1       1  321        2.383    0.0085866
100137049   15   41838813   41848148      1       1  321        2.383    0.0085866
197131      15   42942897   43106088      2       1  318      0.26707      0.39471
9677        15   43533462   43590272      1       1  317     -0.99672      0.84055
7782        15   45482478   45523669      1       1  321      -1.3472      0.91105
80031       15   47184101   47774223      5       3  319       2.4881    0.0064219
283652      15   48120972   48142392      1       1  322      0.41099      0.34054
2585        15   49155759   49367894      1       1  321       1.7698     0.038384
2553        15   50277192   50355408      1       1  321       1.8281     0.033764
54822       15   50557158   50686815      1       1  323        2.461    0.0069272
1588        15   51208057   51338598      1       1  322       1.4061     0.079842
23312       15   51447724   51622833      2       1  323     -0.24312      0.59604
256586      15   51723064   51751453      1       1  322      -0.1794      0.57119
29766       15   51829628   51912138      1       1  320       1.4629      0.07175
5597        15   52004265   52066265      1       1  320     -0.67443      0.74998
56204       15   52581321   52709817      1       1  322       2.2086       0.0136
256764      15   53513741   53762878      1       1  320      0.70463      0.24052
105370828   15   53837628   53916058      1       1  322     0.016118      0.49357
440279      15   53978203   54628608      3       2  322      0.24838      0.40192
9488        15   55318865   55355648      1       1  320      0.35269      0.36216
64864       15   56090533   56243536      2       1  321     -0.89997      0.81593
374618      15   56244085   56459738      1       1  320     -0.29955      0.61774
6938        15   56918289   57291129      1       1  319     -0.59052      0.72258
366         15   58138209   58185911      1       1  323       0.7082      0.23941
101928635   15   58213535   58332001      1       1  322       1.8313     0.033526
3990        15   58410754   58568874      1       1  322       1.6012     0.054661
102         15   58595204   58749978      2       1  323       1.2722      0.10165
79811       15   58879045   58934313      2       1  322     0.092641      0.46309
145773      15   59402276   59523552      2       1  323      0.67472      0.24993
6095        15   60488284   61229303      1       1  319      0.36279      0.35838
54832       15   61852389   62060465      3       2  323        1.306     0.095774
83660       15   62390575   62844631      3       2  321       1.5189     0.064393
8925        15   63608618   63833949      3       2  320     -0.34736      0.63584
10845       15   65150446   65185404      1       1  322      0.57919      0.28123
10260       15   65659123   65792293      1       1  317     -0.17974      0.57132
115752      15   66293256   66333898      1       1  319        2.554    0.0053249
54962       15   66336191   66386737      1       1  319       1.6229     0.052307
4088        15   67065627   67195195      1       1  323       1.1367      0.12784
10391       15   68559275   68727806      3       2  322       1.1415      0.12682
26035       15   69160560   69272207      1       1  320     -0.48254      0.68529
54852       15   69298902   69407637      1       1  323     -0.16668      0.56619
7090        15   70047790   70097935      1       1  322      0.20023      0.42065
55075       15   70654554   70763511      1       1  321        2.129     0.016628
79875       15   71115628   71783383      2       1  320      0.16315       0.4352
55889       15   72608556   72667397      1       1  318     0.022687      0.49095
646670      15   72637065   72649548      1       1  318     0.022687      0.49095
585         15   72686179   72738476      1       1  323       2.0303     0.021161
4756        15   73051715   73305206      3       2  321       0.1807       0.4283
283677      15   73376209   73560013      1       1  323       2.2949      0.01087
27020       15   73560003   73633412      1       1  321      0.41192       0.3402
54939       15   75335996   75341927      1       1  320     -0.11781      0.54689
49855       15   76348185   76905455      1       1  320     -0.60551      0.72758
79834       15   77100829   77420104      1       1  323       2.4197    0.0077668
55466       15   78264145   78282196      1       1  314     -0.41585      0.66124
3658        15   78438176   78501456      2       1  323       -1.402      0.91954
11173       15   78759203   78811464      1       1  322     -0.40078      0.65571
5923        15   78959947   79090873      1       1  317       1.3524     0.088121
57214       15   80779343   80951662      3       2  321      0.59359      0.27639
3603        15   81182600   81312763      1       1  323   -0.0063167      0.50252
79631       15   82130220   82262763      1       1  322        1.784      0.03721
64506       15   82543201   82648016      1       1  322       1.3752     0.084536
6457        15   83447123   83618743      1       1  321      0.99273      0.16042
57188       15   83654086   84039842      1       1  320      0.54153      0.29407
23478       15   84669537   84716460      1       1  322      0.85828      0.19537
11214       15   85380616   85749358      4       2  319       1.9492     0.025633
123624      15   86079787   87031178      4       2  322     -0.57177      0.71626
64963       15   88467453   88478630      1       1  322      0.48218      0.31484
3669        15   88635622   88656344      1       1  323     -0.11218      0.54466
55215       15   89243948   89317131      1       1  321      0.45933        0.323
105371031   15   89399901   89437853      2       1  322      0.69749      0.24275
90381       15   89575438   89628023      1       1  320      0.85752      0.19558
374654      15   89608913   89663074      1       1  320      0.85752      0.19558
374655      15   89999046   90082200      1       1  322      -1.1558      0.87611
10509       15   90184920   90229664      1       1  322       1.3445     0.089401
8826        15   90388241   90502243      1       1  323       1.0521      0.14637
641         15   90717327   90815462      2       1  322        2.425    0.0076536
28232       15   91853708   92172435      2       1  323       0.8208      0.20588
400451      15   92617448   92812338      1       1  319       2.2102     0.013546
55784       15   94231538   94483952      3       2  321      0.82343      0.20513
3480        15   98648539   98964530      2       1  320        2.927    0.0017113
23336       15   99105080   99135595      1       1  318        1.076      0.14096
64927       15   99136323   99251226      1       1  321      -1.6847      0.95398
123355      15   99251362   99386309      1       1  319      0.59671      0.27535
5046        15  101303928  101489984      1       1  321     -0.16501      0.56553
8131        16      84271     138698      1       1  322      0.17994       0.4286
8312        16     287440     361497      1       1  319      0.17184      0.43178
58986       16     370776     381950      1       1  321       2.1819     0.014559
64428       16     729753     741038      1       1  320       2.6706    0.0037855
8912        16    1153241    1221772      1       1  315       -1.038      0.85037
64718       16    1363205    1414749      1       1  319     -0.45482      0.67538
9742        16    1510427    1612108      1       1  322       3.6105   0.00015283
79652       16    1528741    1555580      1       1  322       3.6105   0.00015283
254528      16    1833983    1872178      1       1  323     -0.08143      0.53245
5310        16    2088708    2135898      1       1  317      0.90614      0.18243
10921       16    2253116    2268412      1       1  313     -0.54595      0.70745
54442       16    2682494    2709030      1       1  314      0.59755      0.27507
114984      16    2882804    2899382      1       1  318      -1.0987      0.86406
9235        16    3065312    3069667      1       1  321      -0.8433      0.80047
4992        16    3191095    3205344      1       1  312        2.117     0.017128
4210        16    3242028    3256627      2       1  323      0.26505      0.39549
10127       16    3283380    3301401      1       1  317      0.72597      0.23393
91151       16    3298808    3305439      1       1  317      0.72597      0.23393
1773        16    3611745    3662875      1       1  315      -1.3908      0.91785
115         16    3953387    4116185      4       2  321     -0.34238      0.63397
7023        16    4257186    4273000      1       1  322      -2.2055      0.98629
5493        16    4882507    4937135      1       1  323     -0.12857      0.55115
54715       16    5239782    7713340     19      14  321       1.8276     0.033801
283953      16    8526549    8590193      1       1  321       1.3046      0.09602
18          16    8674587    8784575      1       1  320      -1.0415      0.85117
5373        16    8797813    8855197      1       1  322      -1.9535      0.97462
2903        16    9753404   10183364      1       1  323      0.32897      0.37109
80063       16   10386055   10483638      1       1  321     -0.21778       0.5862
146279      16   10581369   10742416      1       1  323     0.045411      0.48189
780776      16   10761364   10818859      1       1  322       2.1783     0.014691
23274       16   10944488   11193278      2       1  320      0.25676      0.39868
9516        16   11547722   11636377      1       1  322       1.2268      0.10995
51061       16   11679080   11742878      1       1  321     -0.74297      0.77125
2935        16   11868128   11916662      2       1  322      0.03867      0.48458
92017       16   11976734   12574289      2       1  321      0.51891      0.30191
55313       16   12659799   12803887      1       1  322       0.4292      0.33389
729993      16   12901620   13562919      2       1  323       1.2664      0.10269
105376747   16   14734887   14742760      1       1  322     -0.94625      0.82799
4363        16   15949577   16143074      2       1  323      0.62366      0.26643
408050      16   16232532   16294811      1       1  307      0.36872      0.35617
64131       16   17102324   17470881      2       1  323       0.7406      0.22947
79905       16   18983934   19063942      1       1  323       1.6465     0.049826
10229       16   19067595   19080095      1       1  317       1.0327      0.15088
9738        16   19523857   19553408      1       1  322     -0.37516      0.64623
2813        16   20309574   20327820      1       1  322       0.6633      0.25357
116285      16   20623233   20697744      1       1  321      0.26055      0.39722
6296        16   20763990   20797157      1       1  321       1.4317     0.076113
112479      16   20780193   20806473      1       1  321       1.4317     0.076113
81691       16   20806429   20849668      1       1  323     -0.08055       0.5321
55567       16   20933111   21159441      1       1  321      0.15723      0.43753
146177      16   22091914   22156966      1       1  322       1.8394     0.032931
57478       16   23061406   23149270      1       1  320     -0.22274      0.58813
5579        16   23835979   24220611      2       1  321    -0.089443      0.53564
27327       16   24729714   24826227      1       1  322     -0.34063      0.63331
51451       16   25111726   25178231      1       1  322       1.2014      0.11479
23247       16   27550119   27780371      1       1  323     -0.46373      0.67858
146395      16   27787529   28063509      1       1  322       2.2038     0.013768
23214       16   28097976   28211960      1       1  318     -0.75999      0.77637
283899      16   29995690   30005790      1       1  320     0.018876      0.49247
54620       16   30923055   30948783      1       1  314        2.539    0.0055578
3684        16   31259967   31332892      1       1  321       0.8306       0.2031
3681        16   31393241   31426513      1       1  323     -0.88262      0.81128
124411      16   31713229   31794641      1       1  323      0.27906       0.3901
23090       16   49487531   49857919      1       1  316     -0.64402      0.74022
80205       16   53054998   53327502      2       1  322      0.75434      0.22532
23322       16   53599906   53703859      1       1  319      0.95682      0.16933
221223      16   55846154   55956031      1       1  323     -0.42997      0.66639
2775        16   56191339   56357444      1       1  321      -0.9368      0.82557
267         16   56361452   56425538      1       1  320       0.8175      0.20682
4493        16   56625673   56627112      1       1  323       1.5768     0.057418
6559        16   56865207   56915850      1       1  323    -0.067806      0.52703
221188      16   57529333   57577210      1       1  322      0.46985      0.31923
84229       16   57694801   57731455      1       1  320      0.43845      0.33053
3801        16   57758217   57863053      1       1  323     -0.11503      0.54579
1006        16   61647244   62037035      1       1  323      0.74099      0.22935
1003        16   66366622   66404786      1       1  323       1.2062      0.11387
146223      16   66598214   66696707      3       2  321       1.1322      0.12877
123920      16   66604032   66613892      1       1  322       1.8119     0.035003
283847      16   66754411   66801620      1       1  319       1.0816      0.13972
865         16   67029147   67101058      1       1  314       1.4717     0.070557
146212      16   67289432   67326761      1       1  321     -0.87536      0.80931
10204       16   67846916   67872567      1       1  321      0.93273      0.17548
55512       16   68358327   68448506      2       1  315       1.0696       0.1424
999         16   68737292   68835542      2       1  322       1.6303     0.051524
25839       16   70480569   70523554      1       1  322      0.25311      0.40009
92154       16   70661204   70686051      1       1  322       1.3911     0.082105
55697       16   70687439   70801166      1       1  318      -1.2087      0.88662
101927998   16   73609525   73811427      2       1  319      -1.0181      0.84569
55159       16   74621394   74666892      1       1  323     -0.41164       0.6597
9564        16   75229030   75268053      1       1  322       0.4735      0.31793
10428       16   75293710   75433512      2       1  321      0.46257      0.32184
23536       16   75598349   75623323      1       1  323      0.35189      0.36246
170692      16   77282128   77435114      2       1  320      0.96128      0.16821
51741       16   78099413   79212667      9       6  321      0.38871      0.34875
4094        16   79212772   79600786      1       1  320     -0.48038      0.68452
124359      16   80597899   80805043      1       1  322      0.23274      0.40798
55839       16   81006498   81033107      1       1  318      0.28485      0.38788
123775      16   81053497   81077267      1       1  320    -0.076778       0.5306
114780      16   81100879   81220370      2       1  322       1.2437      0.10681
80790       16   81445170   81711762      3       2  322        2.973    0.0014747
1012        16   82626794   83796610     12       7  320       1.2832     0.099709
9914        16   84368523   84464187      1       1  321       0.2506      0.40106
57707       16   84476360   84554045      1       1  322     -0.83209      0.79732
83716       16   84819981   84909510      1       1  319     -0.10318      0.54109
23199       16   85170003   85676206      4       2  320       1.5308     0.062905
57338       16   87601835   87698156      1       1  317     -0.42563      0.66481
8140        16   87830023   87869497      1       1  318       2.1434     0.016041
84627       16   88233015   88440757      2       1  322     -0.23686      0.59362
9780        16   88715338   88784964      1       1  322       3.2595   0.00055808
863         16   88874855   88977199      1       1  317      -1.1598      0.87694
92822       16   89720195   89740925      1       1  322       2.3533    0.0093042
2175        16   89737551   89816658      1       1  319     -0.28125      0.61074
84501       16   89817477   89871319      3       2  321       4.0226   2.8785e-05
105371419   16   89846860   89854276      1       1  321       4.2614   1.0158e-05
79007       16   90004865   90020131      1       1  322       2.1613     0.015335
9501        17     212389     386254      1       1  323     -0.17597      0.56984
29          17    1003518    1187322      1       1  323       1.3319     0.091439
5306        17    1517989    1562816      1       1  312      -0.4256       0.6648
124935      17    1569254    1630018      1       1  317       2.2784     0.011351
6117        17    1829979    1899554      1       1  322      0.97013      0.16599
9905        17    2337512    2381074      2       1  323      0.53089      0.29775
23108       17    2755698    3037741      2       1  322      0.73736      0.23045
4994        17    3288318    3386209      1       1  318      0.36732      0.35669
84690       17    3440011    3513852      1       1  317      0.10162      0.45953
23729       17    3608262    3636322      1       1  322       1.6259     0.051983
1497        17    3636468    3663103      1       1  321      -0.9439      0.82739
7326        17    4269217    4366674      1       1  320      0.40122      0.34413
201305      17    4433924    4488204      1       1  323      0.84502      0.19905
246         17    4630919    4641665      1       1  320      0.51556      0.30308
27043       17    4671384    4704337      1       1  321      0.21073      0.41655
50488       17    4833340    4898061      1       1  321     0.026473      0.48944
22861       17    5501399    5584512      1       1  318       0.1753      0.43042
83394       17    6450344    6556557      2       1  321       1.4519      0.07326
284111      17    6684713    6713421      1       1  322     -0.28099      0.61064
1742        17    7189890    7220050      1       1  320       1.4303     0.076315
1856        17    7225342    7234548      1       1  317     -0.24234      0.59574
6517        17    7281735    7288048      1       1  323     -0.71311      0.76211
84461       17    7315632    7329319      1       1  321       1.0297      0.15158
9744        17    7336511    7351478      1       1  322     -0.60723      0.72815
57659       17    7459366    7484249      1       1  321      0.16907      0.43287
146754      17    7717354    7833744      3       2  318      0.47629      0.31693
23135       17    7834200    7854800      1       1  323     -0.35667      0.63933
9482        17    9250471    9575958      5       3  321       2.8813    0.0019802
124739      17    9643493    9729687      1       1  319      0.71599        0.237
8735        17   10300866   10373005      1       1  323       1.0148       0.1551
4620        17   10521148   10549700      1       1  322      0.90252      0.18339
1770        17   11598431   11970168      5       3  321        1.682     0.046287
93649       17   12665890   12768949      1       1  321      0.75685      0.22457
9912        17   12789512   12991643      1       1  323     -0.41735      0.66179
9955        17   13494032   13601974      1       1  323       1.4655     0.071397
9953        17   14301050   14349406      1       1  322       1.8419     0.032742
64518       17   15303811   15341889      2       1  321       1.1316       0.1289
100533496   17   15436015   15563631      1       1  323        2.249     0.012257
201158      17   15502264   15563631      1       1  323        2.249     0.012257
10626       17   15627966   15682879      1       1  322     -0.12463      0.54959
224         17   19648136   19677596      1       1  322       1.9204     0.027401
25979       17   21126275   21191972      1       1  321        2.607    0.0045666
8844        17   27456464   27626441      1       1  321       1.2993     0.096919
201229      17   27878314   27893383      1       1  319     -0.29921      0.61761
57551       17   29390925   29551904      1       1  320      -2.2754      0.98856
374786      17   29929856   30108452      1       1  322     -0.26662      0.60512
388364      17   30316329   30334076      1       1  316      0.67465      0.24995
84282       17   30958921   30999911      1       1  323      -1.0207       0.8463
4763        17   31007873   31377677      2       1  320      0.65705      0.25557
2123        17   31316410   31321749      1       1  316      0.98656      0.16193
84440       17   31391624   31538217      1       1  323     0.094062      0.46253
23512       17   31937025   32001045      1       1  323     -0.23511      0.59294
4642        17   32492522   32877173      4       2  322      0.25382      0.39982
40          17   33013087   34156806      8       5  322       2.4599    0.0069485
54752       17   35121612   35130732      1       1  319      0.95678      0.16934
146857      17   35435096   35449008      1       1  320      0.91884      0.17909
342618      17   35545734   35560836      1       1  322       1.5084      0.06572
26574       17   36948875   37056871      1       1  322       1.7524     0.039851
31          17   37084992   37406822      2       1  322      0.32701      0.37183
11276       17   37514797   37609496      1       1  321      0.98501      0.16231
101929950   17   38078236   38118280      1       1  321     -0.29041      0.61425
57125       17   39063303   39151649      1       1  322       1.3011     0.096607
782         17   39173456   39197703      1       1  322      0.61378      0.26968
84961       17   39252644   39402661      1       1  321     -0.10036      0.53997
317719      17   41837490   41848347      1       1  321     -0.95606      0.83048
201181      17   42024876   42072630      1       1  317       1.6556       0.0489
1845        17   43766121   43779000      1       1  322      0.89689      0.18489
4356        17   43800799   43833179      1       1  320       2.6058    0.0045835
124801      17   44034635   44067619      1       1  318       0.9069      0.18223
79877       17   45023338   45061141      1       1  322      0.67141      0.25098
9842        17   45434247   45490780      2       1  314      0.83399      0.20214
4137        17   45894382   46028334      2       1  319      0.59199      0.27693
4905        17   46590669   46757464      1       1  311      0.27815      0.39045
7484        17   46833201   46886775      2       1  322      0.28247      0.38879
124989      17   47323961   47441312      1       1  321      -1.4849      0.93122
29916       17   48107554   48122745      1       1  317      0.77666      0.21868
8631        17   48133438   48430235      1       1  319     0.041722      0.48336
3213        17   48548870   48590282      1       1  321      -0.3696      0.64416
10241       17   48830988   48865245      1       1  322       1.3053     0.095898
2695        17   48958556   48968593      1       1  323       1.1048      0.13462
11143       17   49788619   49829096      1       1  322      0.71531      0.23721
8913        17   50561068   50629625      1       1  323       0.2196      0.41309
54799       17   51177419   51260493      1       1  323       1.6649     0.047966
56934       17   51630313   52160017      4       2  322       2.1821     0.014553
10040       17   54900691   54961967      1       1  323     0.026222      0.48954
162282      17   55965604   56511407      5       3  318     -0.49389      0.68931
8526        17   56834099   56869567      1       1  320       0.2064      0.41824
404093      17   57861243   57955323      1       1  319     -0.56552      0.71414
81671       17   59707502   59840593      1       1  322     -0.67392      0.74982
26115       17   62966664   63427706      1       1  321      0.65126      0.25744
5175        17   64319415   64413801      1       1  322       0.2128      0.41574
10672       17   65009289   65056802      1       1  323       1.4551     0.072818
201134      17   65635540   66192131      2       1  320       2.3561    0.0092352
5578        17   66302782   66810744      4       2  322      -0.1036      0.54126
9931        17   67070438   67245963      1       1  318      0.52334      0.30037
101928021   17   67243959   67272108      1       1  321     -0.57608      0.71772
23460       17   69078089   69141992      1       1  318     -0.72936      0.76711
201266      17   72645946   73092714      4       2  320      0.82438      0.20486
54549       17   73334384   73644484      4       2  314      0.41293      0.33983
92736       17   74922963   74933913      1       1  320     -0.42898      0.66603
347741      17   74935802   74949992      1       1  318    -0.091091      0.53629
23510       17   75032567   75065889      1       1  322       0.7854      0.21611
23163       17   75225480   75262393      1       1  320      -1.0932      0.86285
9400        17   75626845   75667191      1       1  320     -0.67358      0.74971
643008      17   75633434   75641406      1       1  320     -0.67358      0.74971
91107       17   75874164   75878600      1       1  323       0.9382      0.17407
2125        17   76006845   76027452      1       1  323       2.1306     0.016563
2302        17   76136333   76141299      1       1  318      0.78448      0.21638
114804      17   76142453   76240368      2       1  322       0.5681      0.28498
146664      17   76850503   76950393      2       1  319       2.2914     0.010971
10801       17   77281410   77500596      1       1  319      0.92909      0.17642
57690       17   78004170   78108835      1       1  319     -0.65408      0.74347
8632        17   78423697   78577432      1       1  320      0.64965      0.25796
146713      17   79089345   79611101      5       3  319       3.5171   0.00021816
55036       17   80036632   80100613      1       1  322       0.1855      0.42642
57521       17   80544825   80966373      2       1  322      0.12663      0.44962
10458       17   81035144   81117432      1       1  323      0.80701      0.20983
81035       18     319355     500729      2       1  321      -1.7837      0.96277
27098       18     596998     650298      2       1  323     -0.35621      0.63916
7298        18     657604     673499      1       1  322       1.5004     0.066754
10403       18    2571511    2616635      1       1  315      0.06223      0.47519
23347       18    2655887    2805017      1       1  320      0.19246      0.42369
9663        18    2916994    3013315      1       1  323      -1.0898      0.86211
8736        18    3066807    3220108      3       2  319     -0.10971      0.54368
7050        18    3411927    3458411      1       1  322      -0.3887      0.65125
9229        18    3496032    4455310      8       5  320     -0.24317      0.59606
23136       18    5392381    5630666      1       1  321      0.49288      0.31105
91133       18    5954703    6414911      3       2  321      -1.5609      0.94072
79822       18    6729718    6915716      2       1  322      -1.4845      0.93116
284217      18    6941744    7117814      5       3  319       1.1317      0.12887
5797        18    7567316    8406861      1       1  321       1.2267      0.10997
23255       18    8705578    8832778      1       1  322     -0.43817      0.66937
23253       18    9136753    9285985      1       1  322       1.8442     0.032579
57045       18    9334767    9402420      2       1  320       -1.115      0.86758
11031       18    9708231    9862556      1       1  323     -0.27127      0.60691
101927376   18   10589366   10606403      1       1  321     0.085656      0.46587
63895       18   10670134   11148762      5       3  322      0.81085      0.20873
3613        18   11981428   12030886      1       1  322     -0.83834      0.79908
81929       18   12947984   12987537      1       1  322      -2.0521      0.97992
55125       18   12991321   13125053      1       1  321      0.25594        0.399
753         18   13218730   13652754      2       1  323      -1.2391      0.89235
125228      18   13663347   13726592      1       1  323      -1.3401       0.9099
162655      18   14056324   14132490      3       2  321     -0.42252      0.66368
6093        18   20949740   21111851      1       1  323       0.7627      0.22282
80000       18   21242242   21525423      1       1  320      0.99064      0.16093
114799      18   21529281   21600736      1       1  323     -0.50608       0.6936
2627        18   22169437   22202528      1       1  323      0.73898      0.22996
85019       18   23295781   23437969      1       1  323     -0.93052      0.82395
147463      18   23598926   23662892      1       1  320     -0.58632      0.72117
3909        18   23689443   23955066      1       1  322      0.23298      0.40789
125488      18   23992773   24135610      1       1  322      0.12955      0.44846
59340       18   24460568   24487427      1       1  323      -2.7381      0.99691
25925       18   25061924   25352250      1       1  321       1.2974     0.097252
284252      18   26454910   26657401      4       2  319      0.88902        0.187
83539       18   26908754   27185338      2       1  319       1.2305      0.10925
1000        18   27932879   28177481      1       1  317      0.23406      0.40747
1828        18   31318089   31359246      1       1  323      0.27424      0.39195
22878       18   31829173   31943212      1       1  320      -1.7569      0.96053
64762       18   32263521   32470496      1       1  320      0.77713      0.21854
8715        18   33851100   34224834      1       1  321     -0.56358      0.71348
10982       18   34976928   35143470      1       1  322      0.18547      0.42643
2589        18   35627436   35711834      1       1  321       -1.497       0.9328
80206       18   36297696   36780059      1       1  322      -1.2772      0.89924
25941       18   36780024   36829393      1       1  322    -0.030811      0.51229
57536       18   36829109   37247316      3       2  321     -0.50412      0.69291
56853       18   37190090   37566037      1       1  319    -0.057509      0.52293
6014        18   42743218   43115692      3       2  322     -0.21166      0.58381
26040       18   44680173   45068510      1       1  323      0.20056      0.42052
8170        18   45212957   45683107      5       3  322     -0.99673      0.84055
125336      18   46476961   46657114      1       1  321     -0.22685      0.58973
83473       18   46917602   47102243      2       1  320     -0.62236      0.73315
84064       18   47107410   47150515      1       1  322      -1.2581      0.89582
4087        18   47833095   47931193      1       1  322    -0.028931      0.51154
201501      18   48026864   48409422      5       3  317       -1.312      0.90524
9811        18   48539056   48863217      1       1  322     -0.46197      0.67795
54808       18   49041474   49460709      1       1  322     -0.16249      0.56454
1630        18   52340172   53535903      4       2  320     -0.41754      0.66186
8932        18   54151601   54224788      1       1  322       1.0961      0.13651
11201       18   54269479   54321266      1       1  323      -0.4368      0.66887
6925        18   55222331   55635993      2       1  322     -0.42513      0.66463
23335       18   56651343   57029805      1       1  322       1.2532      0.10506
339302      18   59295402   59318649      1       1  322      0.81014      0.20893
28316       18   61333582   61555773      1       1  322      0.20942      0.41706
54877       18   62523410   62587709      1       1  321     -0.29096      0.61446
23239       18   62715439   62980443      2       1  320     -0.25061      0.59894
1005        18   65750252   65880939      2       1  322     -0.70432      0.75938
