GL000009.2	56140	58376		ENSG00000278704	
HSCHR7_1_CTG1	105402	111270	LINC03014	ENSG00000282075	100507642.0
HSCHR7_1_CTG1	121181	124376		ENSG00000281767	
HSCHR7_1_CTG1	134324	135417		ENSG00000281349	105375115.0
HSCHR7_1_CTG1	142339	153584		ENSG00000281788	
HSCHR7_1_CTG1	152373	155136	FAM20C	ENSG00000281429	56975.0
HSCHR7_1_CTG4_4	1445	66755	DPY19L2P2	ENSG00000282026	
HSCHR7_1_CTG4_4	1445	66965	DPY19L2P2	ENSG00000290518	349152.0
HSCHR7_1_CTG4_4	79435	80148		ENSG00000281979	
HSCHR7_1_CTG4_4	92402	92720	RPL23AP95	ENSG00000282063	
HSCHR7_1_CTG4_4	95165	144953	NAPEPLD	ENSG00000275723	222236.0
HSCHR7_1_CTG4_4	102799	103389		ENSG00000282463	
HSCHR7_1_CTG4_4	144965	158099	ARMC10	ENSG00000282813	83787.0
HSCHR7_1_CTG4_4	155119	156065	CRYZP1	ENSG00000282789	
HSCHR7_1_CTG6	493	21836	AGK	ENSG00000262327	55750.0
HSCHR7_1_CTG6	18973	23402		ENSG00000262671	
HSCHR7_1_CTG6	23320	68748	DENND11	ENSG00000262599	57189.0
HSCHR7_1_CTG6	76938	110946	WEE2-AS1	ENSG00000261994	285962.0
HSCHR7_1_CTG6	80953	103871	WEE2	ENSG00000263042	494551.0
HSCHR7_1_CTG6	100584	100748	U1	ENSG00000262656	
HSCHR7_1_CTG6	110921	119126	SSBP1	ENSG00000262771	6742.0
HSCHR7_1_CTG7	53097	186331	PTPRN2	ENSG00000282185	5799.0
HSCHR7_2_CTG1	9790	27822	FAM157D	ENSG00000281951	
HSCHR7_2_CTG1	29354	29799		ENSG00000282333	
HSCHR7_2_CTG1	63293	88004		ENSG00000282645	
HSCHR7_2_CTG1	69359	72739		ENSG00000282557	
HSCHR7_2_CTG1	128174	141787	LINC03015	ENSG00000282662	
HSCHR7_2_CTG1	141918	147786	LINC03014	ENSG00000282461	100507642.0
HSCHR7_2_CTG1	154086	157293		ENSG00000282781	
HSCHR7_2_CTG1	167241	168334		ENSG00000282309	105375115.0
HSCHR7_2_CTG1	175256	186501		ENSG00000282575	
HSCHR7_2_CTG1	185290	189896	FAM20C	ENSG00000282147	56975.0
HSCHR7_2_CTG4_4	286	5014	DTX2	ENSG00000282379	113878.0
HSCHR7_2_CTG4_4	9515	14763	UPK3B	ENSG00000276184	105375355.0
HSCHR7_2_CTG4_4	14646	19593		ENSG00000282349	
HSCHR7_2_CTG4_4	18213	28359	SPDYE16	ENSG00000281950	102723555.0
HSCHR7_2_CTG4_4	36194	114817	LINC03009	ENSG00000290511	100133091.0
HSCHR7_2_CTG4_4	36452	38355		ENSG00000282254	
HSCHR7_2_CTG4_4	96821	114096	POMZP3	ENSG00000276464	22932.0
HSCHR7_2_CTG4_4	137236	137732		ENSG00000282364	
HSCHR7_2_CTG4_4	145526	183908		ENSG00000282580	
HSCHR7_2_CTG6	404	68627	MGAM	ENSG00000282607	8972.0
HSCHR7_2_CTG6	73629	184204	MGAM2	ENSG00000278563	93432.0
HSCHR7_2_CTG6	202639	208966	MOXD2P	ENSG00000282809	
HSCHR7_2_CTG6	202673	205683		ENSG00000290480	
HSCHR7_2_CTG6	214043	219958	PRSS58	ENSG00000276785	136541.0
HSCHR7_2_CTG6	227730	233200		ENSG00000282170	
HSCHR7_2_CTG6	230181	234134	PRSS59P	ENSG00000290477	207147.0
HSCHR7_2_CTG6	247659	250778		ENSG00000282264	
HSCHR7_2_CTG6	249160	251689	PRSS3P3	ENSG00000282303	
HSCHR7_2_CTG6	249281	250755		ENSG00000290473	
HSCHR7_2_CTG6	261097	261380	TRBV1	ENSG00000282423	
HSCHR7_2_CTG6	262827	263335	TRBV2	ENSG00000282568	
HSCHR7_2_CTG6	270445	270951	TRBV3-1	ENSG00000282624	
HSCHR7_2_CTG6	275087	275569	TRBV4-1	ENSG00000282014	
HSCHR7_2_CTG6	282576	283443	TRBV5-1	ENSG00000282803	
HSCHR7_2_CTG6	290201	290690	TRBV6-1	ENSG00000281970	
HSCHR7_2_CTG6	294086	294607	TRBV7-1	ENSG00000282225	
HSCHR7_2_CTG6	307332	307896	TRBV4-2	ENSG00000282285	
HSCHR7_2_CTG6	311095	311575	TRBV6-2	ENSG00000282719	
HSCHR7_2_CTG6	321102	321561		ENSG00000282505	
HSCHR7_2_CTG6	324450	325014		ENSG00000282543	
HSCHR7_2_CTG6	332716	333228		ENSG00000282353	
HSCHR7_2_CTG6	336391	336930	TRBV7-2	ENSG00000282506	
HSCHR7_2_CTG6	342211	342489	TRBV8-1	ENSG00000281952	
HSCHR7_2_CTG6	356222	356494	TRBV5-2	ENSG00000282236	
HSCHR7_2_CTG6	364383	364838	TRBV6-4	ENSG00000282240	
HSCHR7_2_CTG6	367925	368431	TRBV7-3	ENSG00000282203	
HSCHR7_2_CTG6	369968	370237	TRBV8-2	ENSG00000282529	
HSCHR7_2_CTG6	372793	373259	TRBV5-3	ENSG00000282148	
HSCHR7_2_CTG6	375482	376003	TRBV9	ENSG00000282204	
HSCHR7_2_CTG6	383453	383970	TRBV10-1	ENSG00000282618	
HSCHR7_2_CTG6	391259	391723	TRBV11-1	ENSG00000282711	
HSCHR7_2_CTG6	398811	399253	TRBV12-1	ENSG00000282760	
HSCHR7_2_CTG6	408532	409032	TRBV10-2	ENSG00000282007	
HSCHR7_2_CTG6	417474	417973	TRBV11-2	ENSG00000282436	
HSCHR7_2_CTG6	424463	424905	TRBV12-2	ENSG00000282326	
HSCHR7_2_CTG6	434527	435028	TRBV6-5	ENSG00000277110	
HSCHR7_2_CTG6	438753	439214	TRBV7-4	ENSG00000282756	
HSCHR7_2_CTG6	446498	447163	TRBV5-4	ENSG00000282466	
HSCHR7_2_CTG6	453134	453612	TRBV6-6	ENSG00000282459	
HSCHR7_2_CTG6	457694	458165	TRBV7-5	ENSG00000282709	
HSCHR7_2_CTG6	466144	466615	TRBV5-5	ENSG00000282577	
HSCHR7_2_CTG6	471417	471891	TRBV6-7	ENSG00000282470	
HSCHR7_2_CTG6	475728	476265	TRBV7-6	ENSG00000282704	
HSCHR7_2_CTG6	483625	484131	TRBV5-6	ENSG00000282098	
HSCHR7_2_CTG6	490912	491406	TRBV6-8	ENSG00000282134	
HSCHR7_2_CTG6	495222	495723	TRBV7-7	ENSG00000282179	
HSCHR7_2_CTG6	503684	504150	TRBV5-7	ENSG00000282748	
HSCHR7_2_CTG6	510990	511422		ENSG00000282610	
HSCHR7_2_CTG6	515605	516088		ENSG00000282040	
HSCHR7_2_CTG6	523329	524288		ENSG00000282054	
HSCHR7_2_CTG6	533023	533495	TRBV7-9	ENSG00000281943	
HSCHR7_2_CTG6	539540	540023	TRBV13	ENSG00000282407	
HSCHR7_2_CTG6	547947	548396	TRBV10-3	ENSG00000282340	
HSCHR7_2_CTG6	558545	559027	TRBV11-3	ENSG00000282242	
HSCHR7_2_CTG6	564115	564623	TRBV12-3	ENSG00000282208	
HSCHR7_2_CTG6	567429	567934	TRBV12-4	ENSG00000282354	
HSCHR7_2_CTG6	584635	585145	TRBV12-5	ENSG00000282605	
HSCHR7_2_CTG6	591584	592075	TRBV14	ENSG00000282252	
HSCHR7_2_CTG6	596644	597189	TRBV15	ENSG00000282497	
HSCHR7_2_CTG6	601732	602185	TRBV16	ENSG00000282415	
HSCHR7_2_CTG6	605342	606074	TRBV17	ENSG00000282483	
HSCHR7_2_CTG6	619379	620078	TRBV18	ENSG00000282771	
HSCHR7_2_CTG6	622512	623195	TRBV19	ENSG00000282621	
HSCHR7_2_CTG6	630311	631061	TRBV20-1	ENSG00000282064	
HSCHR7_2_CTG6	640572	641032	TRBV21-1	ENSG00000282462	
HSCHR7_2_CTG6	645394	645844	TRBV22-1	ENSG00000282036	
HSCHR7_2_CTG6	649613	650109	TRBV23-1	ENSG00000282449	
HSCHR7_2_CTG6	658918	659430	TRBV24-1	ENSG00000282730	
HSCHR7_2_CTG6	668825	670271		ENSG00000282017	
HSCHR7_2_CTG6	673293	673797	TRBV25-1	ENSG00000281963	
HSCHR7_2_CTG6	683956	684410	TRBVA	ENSG00000281972	
HSCHR7_2_CTG6	698249	698733	TRBV26	ENSG00000281968	
HSCHR7_2_CTG6	713965	714505	TRBVB	ENSG00000282047	
HSCHR7_2_CTG6	717928	718443	TRBV27	ENSG00000282234	
HSCHR7_2_CTG6	723242	723742	TRBV28	ENSG00000282812	
HSCHR7_2_CTG6	724940	725346	PGBD4P1	ENSG00000282270	
HSCHR7_2_CTG6	742799	743487	TRBV29-1	ENSG00000282628	
HSCHR7_2_CTG6	752065	755673	PRSS1	ENSG00000274247	5644.0
HSCHR7_2_CTG6	763010	766538	PRSS3P1	ENSG00000282295	
HSCHR7_2_CTG6	773586	777110	PRSS3P2	ENSG00000282667	
HSCHR7_2_CTG6	783678	787211		ENSG00000282565	
HSCHR7_2_CTG6	793943	797532	PRSS2	ENSG00000282049	5645.0
HSCHR7_2_CTG6	801616	802509	WBP1LP1	ENSG00000282492	
HSCHR7_2_CTG6	809186	809197	TRBD1	ENSG00000282253	
HSCHR7_2_CTG6	809853	809900	TRBJ1-1	ENSG00000282078	
HSCHR7_2_CTG6	809990	810037	TRBJ1-2	ENSG00000281989	
HSCHR7_2_CTG6	810603	810652	TRBJ1-3	ENSG00000282500	
HSCHR7_2_CTG6	811198	811248	TRBJ1-4	ENSG00000282273	
HSCHR7_2_CTG6	811471	811520	TRBJ1-5	ENSG00000282215	
HSCHR7_2_CTG6	811961	812013	TRBJ1-6	ENSG00000281957	
HSCHR7_2_CTG6	814667	816341	TRBC1	ENSG00000281981	
HSCHR7_2_CTG6	819338	819387	TRBJ2-1	ENSG00000282488	
HSCHR7_2_CTG6	819533	819583	TRBJ2-2	ENSG00000282272	
HSCHR7_2_CTG6	819670	819715	TRBJ2-2P	ENSG00000282589	
HSCHR7_2_CTG6	819820	819868	TRBJ2-3	ENSG00000282371	
HSCHR7_2_CTG6	819971	820020	TRBJ2-4	ENSG00000282380	
HSCHR7_2_CTG6	820092	820139	TRBJ2-5	ENSG00000282820	
HSCHR7_2_CTG6	820212	820264	TRBJ2-6	ENSG00000282154	
HSCHR7_2_CTG6	820429	820475	TRBJ2-7	ENSG00000282392	
HSCHR7_2_CTG6	824014	825718	TRBC2	ENSG00000276849	
HSCHR7_2_CTG6	835559	836372	TRBV30	ENSG00000282297	
HSCHR7_2_CTG6	878117	894135	EPHB6	ENSG00000275482	2051.0
HSCHR7_2_CTG6	894245	908802	TRPV6	ENSG00000276971	55503.0
HSCHR7_2_CTG6	898876	915810		ENSG00000282313	
HSCHR7_2_CTG6	931168	956875	TRPV5	ENSG00000274348	56302.0
HSCHR7_2_CTG6	962410	963932	LLCFC1	ENSG00000275821	135927.0
HSCHR7_2_CTG6	964181	985748	KEL	ENSG00000276615	3792.0
HSCHR7_2_CTG6	1049225	1050262	OR9A2	ENSG00000273914	135924.0
HSCHR7_2_CTG6	1070280	1070647	OR9P1P	ENSG00000282335	
HSCHR7_2_CTG6	1075387	1076414	OR6V1	ENSG00000277378	346517.0
HSCHR7_2_CTG6	1085397	1086496		ENSG00000290509	
HSCHR7_2_CTG6	1085397	1086652	OR6W1P	ENSG00000274360	
HSCHR7_2_CTG7	43484	44930		ENSG00000282507	
HSCHR7_3_CTG1	62753	170053		ENSG00000284921	
HSCHR7_3_CTG1	64218	64371		ENSG00000285440	
HSCHR7_3_CTG1	151144	151469		ENSG00000285110	
HSCHR7_3_CTG4_4	3522	13419	OR2A5	ENSG00000284896	393046.0
HSCHR7_3_CTG4_4	28797	29726	OR2A25	ENSG00000285496	392138.0
HSCHR7_3_CTG4_4	49674	50603	OR2A12	ENSG00000284949	346525.0
HSCHR7_3_CTG4_4	64143	65096	OR2A2	ENSG00000285071	442361.0
HSCHR7_3_CTG4_4	83671	84597	OR2A14	ENSG00000284891	135941.0
HSCHR7_3_CTG4_4	138069	140399	CTAGE4	ENSG00000288370	100128553.0
HSCHR7_3_CTG4_4	141497	142948	ARHGEF35	ENSG00000288422	445328.0
HSCHR7_3_CTG4_4	186517	187437	OR2A42	ENSG00000284836	402317.0
HSCHR7_3_CTG4_4	205904	206197		ENSG00000285059	
HSCHR7_3_CTG4_4	213293	214222	OR2A7	ENSG00000284749	401427.0
HSCHR7_3_CTG4_4	221514	223844	CTAGE8	ENSG00000288181	100142659.0
HSCHR7_3_CTG4_4	240127	241560		ENSG00000288136	
HSCHR7_3_CTG4_4	253977	254270		ENSG00000285362	
HSCHR7_3_CTG4_4	272736	273656	OR2A1	ENSG00000285105	346528.0
HSCHR7_3_CTG4_4	315224	328230		ENSG00000285408	107987545.0
HSCHR7_3_CTG4_4	332939	335269		ENSG00000284912	
HSCHR7_3_CTG4_4	342566	343495		ENSG00000284827	107987545.0
HSCHR7_3_CTG4_4	350597	350890		ENSG00000285013	
HSCHR7_3_CTG4_4	369356	370276		ENSG00000285154	112268384.0
HSCHR7_3_CTG4_4	404891	430104	ARHGEF5	ENSG00000284933	7984.0
HSCHR7_3_CTG4_4	446710	459685	NOBOX	ENSG00000285328	135935.0
HSCHR7_3_CTG4_4	672759	672932		ENSG00000288119	
HSCHR7_3_CTG6	2415	204593	CNTNAP2	ENSG00000278728	26047.0
HSCHR7_3_CTG6	171301	171511	U3	ENSG00000277205	124901859.0
HSCHR7_3_CTG6	221904	222172	Metazoa_SRP	ENSG00000274906	
HSCHR7_3_CTG6	224594	261110		ENSG00000282044	
HSCHR7_3_CTG6	229381	229894		ENSG00000281999	
HSCHR7_4_CTG1	324905	449328	LINC01445	ENSG00000292180	102723605.0
HSCHR7_4_CTG1	413679	414563	SLC25A5P3	ENSG00000292179	
HSCHR8_1_CTG1	15250	21823		ENSG00000282734	286083.0
HSCHR8_1_CTG1	87864	89049		ENSG00000281953	
HSCHR8_1_CTG1	92901	100278		ENSG00000281997	
HSCHR8_1_CTG1	96749	99189		ENSG00000282141	
HSCHR8_1_CTG1	206898	271426	DLGAP2	ENSG00000282152	9228.0
HSCHR8_1_CTG1	271041	271270	DLGAP2-AS1	ENSG00000282001	100507435.0
HSCHR8_1_CTG6	20240	78708	LINC01606	ENSG00000282395	
HSCHR8_1_CTG6	78471	78955		ENSG00000282061	
HSCHR8_1_CTG6	99640	105027		ENSG00000282027	286177.0
HSCHR8_1_CTG6	117957	123145	LINC00588	ENSG00000282106	26138.0
HSCHR8_1_CTG6	127966	128063	U6	ENSG00000278101	
HSCHR8_1_CTG7	4306	9957	LINC00824	ENSG00000282114	
HSCHR8_1_CTG7	353448	369558		ENSG00000282113	
HSCHR8_2_CTG1	21557	279067		ENSG00000282472	
HSCHR8_2_CTG1	160047	160994		ENSG00000282261	
HSCHR8_2_CTG1	246172	246356		ENSG00000282428	
HSCHR8_2_CTG7	73097	73668		ENSG00000282524	
HSCHR8_2_CTG7	74836	82015		ENSG00000290519	
HSCHR8_2_CTG7	80017	83000		ENSG00000282619	
HSCHR8_2_CTG7	95390	130900	ZNF251	ENSG00000278062	90987.0
HSCHR8_2_CTG7	110275	132244		ENSG00000282146	
HSCHR8_3_CTG1	9695	39621	FAM66B	ENSG00000280677	100132103.0
HSCHR8_3_CTG1	24049	25641		ENSG00000277802	
HSCHR8_3_CTG1	26105	27285		ENSG00000281561	
HSCHR8_3_CTG1	39796	68296	ZNF705G	ENSG00000274195	100131980.0
HSCHR8_3_CTG1	39796	68296	ZNF705G	ENSG00000274195	100132396.0
HSCHR8_3_CTG1	55850	60219	DEFB108C	ENSG00000276378	
HSCHR8_3_CTG1	97913	99936	DEFB4B	ENSG00000275444	100289462.0
HSCHR8_3_CTG1	97913	99936	DEFB4B	ENSG00000275444	124906748.0
HSCHR8_3_CTG1	97913	99936	DEFB4B	ENSG00000275444	1673.0
HSCHR8_3_CTG1	102063	103618	HSPD1P3	ENSG00000282496	
HSCHR8_3_CTG1	111959	113419	DEFB103B	ENSG00000273641	414325.0
HSCHR8_3_CTG1	111959	113419	DEFB103B	ENSG00000273641	55894.0
HSCHR8_3_CTG1	125758	146784	SPAG11B	ENSG00000274405	10407.0
HSCHR8_3_CTG1	125758	146784	SPAG11B	ENSG00000274405	124906741.0
HSCHR8_3_CTG1	125758	146784	SPAG11B	ENSG00000274405	653423.0
HSCHR8_3_CTG1	153417	158192	DEFB104B	ENSG00000277006	124906746.0
HSCHR8_3_CTG1	153417	158192	DEFB104B	ENSG00000277006	140596.0
HSCHR8_3_CTG1	153417	158192	DEFB104B	ENSG00000277006	503618.0
HSCHR8_3_CTG1	165611	169505	DEFB106B	ENSG00000275794	124906749.0
HSCHR8_3_CTG1	165611	169505	DEFB106B	ENSG00000275794	245909.0
HSCHR8_3_CTG1	165611	169505	DEFB106B	ENSG00000275794	503841.0
HSCHR8_3_CTG1	170774	172696	DEFB105B	ENSG00000274729	124906747.0
HSCHR8_3_CTG1	170774	172696	DEFB105B	ENSG00000274729	245908.0
HSCHR8_3_CTG1	170774	172696	DEFB105B	ENSG00000274729	504180.0
HSCHR8_3_CTG1	178949	192414	DEFB107B	ENSG00000277530	124906743.0
HSCHR8_3_CTG1	178949	192414	DEFB107B	ENSG00000277530	245910.0
HSCHR8_3_CTG1	178949	192414	DEFB107B	ENSG00000277530	503614.0
HSCHR8_3_CTG1	222731	225553	PRR23D1	ENSG00000274540	100131608.0
HSCHR8_3_CTG1	222731	225553	PRR23D1	ENSG00000274540	100133251.0
HSCHR8_3_CTG1	222731	225553	PRR23D1	ENSG00000274540	124906737.0
HSCHR8_3_CTG1	232156	235165	FAM90A6P	ENSG00000280471	
HSCHR8_3_CTG1	239803	242815	FAM90A7	ENSG00000281040	441317.0
HSCHR8_3_CTG1	239803	242815	FAM90A7	ENSG00000281040	441327.0
HSCHR8_3_CTG1	247453	250463	FAM90A21P	ENSG00000281150	128966594.0
HSCHR8_3_CTG1	255098	258109	FAM90A22	ENSG00000281407	645558.0
HSCHR8_3_CTG1	262747	265756	FAM90A23	ENSG00000281862	124906757.0
HSCHR8_3_CTG1	262747	265756	FAM90A23	ENSG00000281862	441332.0
HSCHR8_3_CTG1	262747	265756	FAM90A23	ENSG00000281862	645572.0
HSCHR8_3_CTG1	275109	276019	OR7E157P	ENSG00000280960	
HSCHR8_3_CTG1	284107	284370	VPS51P15	ENSG00000280939	
HSCHR8_3_CTG7	26297	31493	ZC3H3	ENSG00000282684	23144.0
HSCHR8_3_CTG7	32150	32438	RN7SKP175	ENSG00000277845	
HSCHR8_3_CTG7	43247	53102	GSDMD	ENSG00000278718	79792.0
HSCHR8_3_CTG7	56227	63011	MROH6	ENSG00000277781	642475.0
HSCHR8_3_CTG7	63530	67437		ENSG00000282613	
HSCHR8_3_CTG7	64825	68689	NAPRT	ENSG00000278488	93100.0
HSCHR8_3_CTG7	68398	73345		ENSG00000282189	
HSCHR8_3_CTG7	69737	87784	EEF1D	ENSG00000273594	1936.0
HSCHR8_3_CTG7	87875	93264	TIGD5	ENSG00000278016	84948.0
HSCHR8_3_CTG7	93953	99813	PYCR3	ENSG00000276657	65263.0
HSCHR8_3_CTG7	102658	108088	GFUS	ENSG00000278243	7264.0
HSCHR8_3_CTG7	111843	131885	ZNF623	ENSG00000276340	9831.0
HSCHR8_3_CTG7	161499	190945	ZNF707	ENSG00000274352	101928160.0
HSCHR8_3_CTG7	161499	190945	ZNF707	ENSG00000274352	286075.0
HSCHR8_3_CTG7	173201	175460	LINC02878	ENSG00000277126	
HSCHR8_3_CTG7	183741	185156	CCDC166	ENSG00000278749	100130274.0
HSCHR8_3_CTG7	186054	190631		ENSG00000282538	
HSCHR8_3_CTG7	193306	199505	MAPK15	ENSG00000274205	225689.0
HSCHR8_3_CTG7	195293	195938		ENSG00000282617	
HSCHR8_3_CTG7	200980	210848	FAM83H	ENSG00000273889	286077.0
HSCHR8_3_CTG7	211187	223384	IQANK1	ENSG00000282685	642574.0
HSCHR8_3_CTG7	265967	267506		ENSG00000282519	
HSCHR8_3_CTG7	267967	292426	SCRIB	ENSG00000274287	23513.0
HSCHR8_4_CTG1	6779	7468		ENSG00000282347	
HSCHR8_4_CTG1	12731	19697	ERICH1	ENSG00000282665	157697.0
HSCHR8_4_CTG1	19242	106178	DLGAP2	ENSG00000282103	9228.0
HSCHR8_4_CTG1	20139	21965		ENSG00000282245	401442.0
HSCHR8_4_CTG7	2773	8725	LY6E-DT	ENSG00000282681	
HSCHR8_4_CTG7	8270	14120	LY6E	ENSG00000278032	4061.0
HSCHR8_4_CTG7	29497	50230	LY6S-AS1	ENSG00000278812	286122.0
HSCHR8_4_CTG7	47347	48104	AK3P2	ENSG00000282669	
HSCHR8_4_CTG7	56204	56891		ENSG00000282683	
HSCHR8_4_CTG7	76023	78566	LY6L	ENSG00000282693	101928108.0
HSCHR8_4_CTG7	153499	156296	LY6H	ENSG00000274488	4062.0
HSCHR8_5_CTG1	112163	317741	DLGAP2	ENSG00000274161	9228.0
HSCHR8_5_CTG1	175319	232145	DLGAP2-AS1	ENSG00000282643	100507435.0
HSCHR8_5_CTG7	7103	11175	LINC01300	ENSG00000282594	731779.0
HSCHR8_5_CTG7	19957	21919		ENSG00000282573	
HSCHR8_5_CTG7	23054	33821	GPR20	ENSG00000275181	2843.0
HSCHR8_5_CTG7	58545	104910	PTP4A3	ENSG00000275575	11156.0
HSCHR8_5_CTG7	106285	122205	MROH5	ENSG00000282181	389690.0
HSCHR8_5_CTG7	109784	110410		ENSG00000282477	
HSCHR8_5_CTG7	119931	120005		ENSG00000276275	124900270.0
HSCHR8_5_CTG7	131531	132487	HNRNPA1P38	ENSG00000282315	
HSCHR8_6_CTG1	19294	45476		ENSG00000282029	
HSCHR8_6_CTG1	106482	118755		ENSG00000282515	105379627.0
HSCHR8_7_CTG1	17751	35803	DLGAP2-AS1	ENSG00000282020	100507435.0
HSCHR8_7_CTG1	40124	121138	DLGAP2	ENSG00000282318	9228.0
HSCHR8_7_CTG1	142866	144114		ENSG00000282786	
HSCHR8_7_CTG1	168436	199228	CLN8	ENSG00000278220	2055.0
HSCHR8_7_CTG1	170866	173105		ENSG00000282493	
HSCHR8_7_CTG1	174648	177242	CLN8-AS1	ENSG00000282481	
HSCHR8_7_CTG7	4067	5768	MTRF1LP2	ENSG00000285363	
HSCHR8_7_CTG7	32548	70997	GSDMC	ENSG00000285114	56169.0
HSCHR8_8_CTG1	7352	142017	ARHGEF10	ENSG00000274726	9639.0
HSCHR8_8_CTG1	30827	31292		ENSG00000282101	
HSCHR8_8_CTG1	118123	121592		ENSG00000282405	
HSCHR8_8_CTG1	154773	159854	KBTBD11-OT1	ENSG00000282334	104266957.0
HSCHR8_8_CTG1	155946	158013	KBTBD11-AS1	ENSG00000282053	101928058.0
HSCHR8_8_CTG1	157254	190312	KBTBD11	ENSG00000273645	9920.0
HSCHR8_8_CTG1	158194	158690		ENSG00000282260	
HSCHR8_8_CTG1	216860	222723		ENSG00000282191	
HSCHR8_8_CTG1	228365	348679	MYOM2	ENSG00000274137	9172.0
HSCHR8_8_CTG1	382433	385193		ENSG00000282484	
HSCHR8_8_CTG1	661562	680263		ENSG00000282263	
HSCHR8_8_CTG1	686694	689878		ENSG00000281936	
HSCHR8_8_CTG1	727670	791038	LINC03021	ENSG00000282397	101927815.0
HSCHR8_8_CTG1	832577	834484		ENSG00000281980	
HSCHR8_8_CTG1	834145	896517	LINC03021	ENSG00000282435	101927815.0
HSCHR8_8_CTG1	895384	976500		ENSG00000282661	
HSCHR8_9_CTG1	7546	10827	ADAM9	ENSG00000282230	8754.0
HSCHR8_9_CTG1	12673	190626	ADAM32	ENSG00000275594	203102.0
HSCHR8_9_CTG1	63221	64384	RPL3P10	ENSG00000282698	
HSCHR8_9_CTG1	215614	216148		ENSG00000282490	
HSCHR8_9_CTG1	220302	251785		ENSG00000282250	
HSCHR8_9_CTG1	220315	251785		ENSG00000293373	
HSCHR8_9_CTG1	335123	480684	ADAM18	ENSG00000278548	8749.0
HSCHR8_9_CTG1	494374	588925	ADAM2	ENSG00000276286	2515.0
HSCHR8_9_CTG1	610855	611167	RPL7AP80	ENSG00000282680	
HSCHR8_9_CTG1	618072	618448		ENSG00000282382	
HSCHR9_1_CTG1	62864	64139	RPL4P5	ENSG00000263127	
HSCHR9_1_CTG2	4774	6120		ENSG00000280745	
HSCHR9_1_CTG2	21985	70597	APBA1	ENSG00000276497	320.0
HSCHR9_1_CTG2	66920	68807		ENSG00000274039	
HSCHR9_1_CTG3	19469	152750	MAMDC2	ENSG00000278608	256691.0
HSCHR9_1_CTG3	63185	89754	MAMDC2-AS1	ENSG00000277409	
HSCHR9_1_CTG3	129008	157856		ENSG00000277517	
HSCHR9_1_CTG3	170539	170718	U2	ENSG00000274806	
HSCHR9_1_CTG4	1623	2363		ENSG00000276374	
HSCHR9_1_CTG4	8689	11156		ENSG00000278688	
HSCHR9_1_CTG5	26871	27885	GAPDHP26	ENSG00000282008	
HSCHR9_1_CTG5	79912	376338	PLPPR1	ENSG00000276539	54886.0
HSCHR9_1_CTG5	176639	177124	TRPC6P4	ENSG00000282376	
HSCHR9_1_CTG5	373680	373736		ENSG00000276714	
HSCHR9_1_CTG5	385287	390576		ENSG00000282259	
HSCHR9_1_CTG5	407700	408078	TRMT112P4	ENSG00000282406	
HSCHR9_1_CTG5	419728	422034		ENSG00000282159	
HSCHR9_1_CTG5	422296	432266	BAAT	ENSG00000276559	570.0
HSCHR9_1_CTG5	436135	437394	FYTTD1P1	ENSG00000282345	
HSCHR9_1_CTG6	112043	112390	RPS26P3	ENSG00000282942	
HSCHRX_1_CTG14	7337	7417	MIR105-1	ENSG00000292183	406897.0
HSCHRX_1_CTG14	8539	8647	MIR767	ENSG00000292184	768215.0
HSCHRX_1_CTG14	9530	9610	MIR105-2	ENSG00000292185	406898.0
HSCHRX_1_CTG14	94695	96142	KRT8P8	ENSG00000292182	
HSCHRX_1_CTG14	313891	317471	MAGEA6	ENSG00000292195	4102.0
HSCHRX_1_CTG14	313891	317471	MAGEA6	ENSG00000292195	4105.0
HSCHRX_1_CTG14	329721	333742	MAGEA2B	ENSG00000292187	266740.0
HSCHRX_1_CTG14	329721	333742	MAGEA2B	ENSG00000292187	4101.0
HSCHRX_1_CTG14	335841	336786		ENSG00000292190	
HSCHRX_1_CTG14	342622	349782	CSAG4	ENSG00000292198	100130935.0
HSCHRX_1_CTG14	342926	343743	CSAG4	ENSG00000292197	
HSCHRX_1_CTG14	345939	349852	MAGEA12	ENSG00000292189	4111.0
HSCHRX_1_CTG14	349874	356164	CSAG1	ENSG00000292188	158511.0
HSCHRX_1_CTG14	381298	384871	MAGEA3	ENSG00000292186	4102.0
HSCHRX_1_CTG14	381298	384871	MAGEA3	ENSG00000292186	4105.0
HSCHRX_1_CTG14	442184	445947	CETN2	ENSG00000292191	1069.0
HSCHRX_1_CTG14	446157	484919	NSDHL	ENSG00000292192	50814.0
HSCHRX_1_CTG14	513257	588671	ZNF185	ENSG00000292196	7739.0
HSCHRX_1_CTG14	540546	542233		ENSG00000292193	
HSCHRX_1_CTG14	604014	609306	PNMA5	ENSG00000292194	114824.0
HSCHRX_1_CTG3	1653	2374	LINC00685	ENSG00000280741	
HSCHRX_1_CTG3	17159	70308	PPP2R3B	ENSG00000276438	28227.0
HSCHRX_1_CTG3	70333	88932		ENSG00000280593	
HSCHRX_1_CTG3	71453	71742	Metazoa_SRP	ENSG00000276895	
HSCHRX_1_CTG3	102510	105333		ENSG00000280532	
HSCHRX_1_CTG3	207128	207455	FABP5P13	ENSG00000280935	
HSCHRX_1_CTG3	228589	228705	KRT18P53	ENSG00000280844	
HSCHRX_2_CTG12	65314	82327	TBX22	ENSG00000277800	50945.0
HSCHRX_2_CTG14	42813	113209		ENSG00000292199	
